obs_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	g_i	g_k	Type	
"715.221"	"5*"	"3.32e+05"	C	"11.30345525"	"13.036483"	3	3		
"715.221"	"5*"	""		"12.1117410"	"13.84477"	5	5		
"715.221"	"5*"	""		"12.1117410"	"13.84477"	5	7		
"718.047"	"3"	""		"11.30345525"	"13.029667"	3	1		
"720.059"	"2h"	""		"11.9981361"	"13.719527"	1	3		
"720.887"	"1"	""		"12.1117410"	"13.831153"	5	7		
"722.4103"	"100"	"2.98e+06"	C+	"11.30345525"	"13.0192391"	3	5		
"726.808"	"2"	""		"12.1253182"	"13.830731"	9	11		
"728.7262"	"80"	"2.97e+06"	D+	"11.30345525"	"13.0043697"	3	3		
"730.125"	"5"	""		"12.1117410"	"13.8093971"	5	7		
"734.116"	"2"	""		"12.2579989"	"13.946407"	5	7		
"735.996"	"5"	"7.8e+05"	D	"11.66602815"	"13.35014101"	1	3		
"736.143"	"1"	""		"12.0370298"	"13.720804"	3	5		
"736.680"	"2h"	""		"12.0370298"	"13.719597"	3	5		
"736.702"	"2h"	""		"12.0370298"	"13.719527"	3	3		
"740.270"	"1h"	""		"12.1117410"	"13.786133"	5	7		
"740.599"	"1"	""		"12.1117410"	"13.785374"	5	3		
"742.554"	"60"	"2.55e+06"	D+	"11.44465635"	"13.11389563"	5	3		
"746.501"	"3h"	""		"12.1253182"	"13.785741"	9	11		
"748.6862"	"100"	"2.89e+06"	C+	"11.44304735"	"13.09861485"	7	5		
"749.358"	"20"	""		"11.44465635"	"13.0987364"	5	3		
"749.415"	"30"	"6.1e+05"	D+	"11.44465635"	"13.09861485"	5	5		
"758.74136"	"1000"	"4.310e+07"	A+	"10.03240062"	"11.66602815"	3	1		
"760.15457"	"2000"	"2.732e+07"	AA	"9.91523229"	"11.54582278"	5	5		
"761.564"	"1"	""		"12.14365295"	"13.77123"	5	3		
"765.216"	"3h"	""		"11.9981361"	"13.617947"	1	3		
"768.52459"	"400"	"4.064e+07"	AA	"10.64363486"	"12.25646659"	3	1		
"769.45401"	"500"	"4.27e+06"	A	"9.91523229"	"11.52611591"	5	3		
"770.335"	"2"	""		"12.1117410"	"13.720767"	5	7		
"770.896"	"1"	""		"12.1117410"	"13.719597"	5	5		
"771.20"	"1h"	""		"12.1785051"	"13.785741"	7	9		
"774.137"	"10"	"4.6e+05"	D+	"11.44304735"	"13.0441886"	7	7		
"774.6828"	"50"	"1.18e+07"	C+	"11.30345525"	"12.9034659"	3	1		
"774.916"	"3"	"9.2e+04"	D	"11.44465635"	"13.0441886"	5	7		
"776.589"	"1"	""		"12.1253182"	"13.721414"	9	9		
"776.843"	"5"	"1.03e+05"	D	"11.44304735"	"13.0386121"	7	5		
"777.240"	"5h"	""		"12.1253182"	"13.720079"	9	11		
"777.628"	"40"	"8.8e+05"	D+	"11.44465635"	"13.0386121"	5	5		
"778.666"	"2"	""		"11.44465635"	"13.036483"	5	3		
